C;auto;else;long;switch;break;enum;register;typedefcase;extern;return;union;char;float;short;unsigned;const;for;signed;void;continue;goto;sizeof;volatile;default;if;static;while;do;int;struct;_Packed;double
ActionScript;add;for;lt;tellTarget;and;function;ne;this;break;ge;new;typeof;continue;gt;not;var;delete;if;on;void;do;ifFrameLoaded;onClipEvent;while;else;in;or;with;eq;le;return
Go;break;case;chan;const;continue;default;defer;else;fallthrough;for;func;go;goto;if;import;interface;map;package;range;return;select;struct;switch;type;var
Haskell;as;case;of;class;data;data family;data instance;default;deriving;deriving;instance;do;forall;foreign;hiding;if;then;else;import;infix;infixl;infixr;instance;let;in;mdo;module;newtype;proc;qualified;rec;type;type family;type instance;where
Objective-C;auto;break;case;char;const;continue;default;do;double;else;enum;extern;float;for;goto;if;inline;int;long;register;restrict;return;short;signed;sizeof;static;struct;switch;typedef;union;unsigned;void;volatile;while;_Bool;_Complex;_Imaginary;BOOL;Class;bycopy;byref;id;IMP;in;inout;nil;NO;NULL;oneway;out;Protocol;SEL;self;Super;YES;@interface;@end;@implementation;@protocol;@class;@public;@protected;@private;@property;@try;@throw;@catch();@finally;@synthesize;@dynamic;@selector;atomic;nonatomic;retain
PHP;abstract;and;array();as;break;callable;case;catch;class;clone;const;continue;declare;default;die();do;echo;else;elseif;empty();enddeclare;endfor;endforeach;endif;endswitch;endwhile;eval();exit();extends;final;finally ;for;foreach;function;global;goto ;if;implements;include;include_once;instanceof;insteadof;interface;isset();list();namespace;new;or;print;private;protected;public;require;require_once;return;static;switch;throw;trait;try;unset();use;var;while;xor;yield
Python;and;assert;break;class;continue;def;del;elif;else;except;exec;finally;for;from;global;if;import;in;is;lambda;not;or;pass;print;raise;return;try;while
Ruby;alias;and;begin;break;case;class;def;defined?;do;else;elsif;end;ensure;false;for;if;in;module;next;nil;not;or;redo;rescue;retry;return;self;super;then;true;undef;unless;until;when;while;yield
Swift;class;break;as;associativity;deinit;case;dynamicType;convenience;enum;continue;false;dynamic;extension;default;is;didSet;func;do;nil;final;import;else;self;get;init;fallthrough;Self;infix;internal;for;super;inout;let;if;true;lazy;operator;in;__COLUMN__;left;private;return;__FILE__;mutating;protocol;switch;__FUNCTION__;none;public;where;__LINE__;nonmutating;static;while;optional;struct;override;subscript;postfix;typealias;precedence;var;prefix;Protocol;required;right;set;Type;unowned;weak
Javascript;abstract;arguments;await;boolean;break;byte;case;catch;char;class;const;continue;debugger;default;delete;do;double;else;enum;eval;export;extends;false;final;finally;float;for;function;goto;if;implements;import;in;instanceof;int;interface;let;long;native;new;null;package;private;protected;public;return;short;static;super;switch;synchronized;this;throw;throws;transient;true;try;typeof;var;void;volatile;while;with;yield
ada;abort;else;new;return;abs;elsif;not;reverse;abstract;end;null;accept;entry;select;access;exception;of;separate;aliased;exit;or;some;all;others;subtype;and;for;out;synchronized;array;function;overriding;at;tagged;generic;package;task;begin;goto;pragma;terminate;body;private;then;if;procedure;type;case;in;protected;constant;interface;until;is;raise;use;declare;range;delay;limited;record;when;delta;loop;rem;while;digits;renames;with;do;mod;requeue;xor
dotnet;abstract;as;base;bool;break;byte;case;catch;char;checked;class;const;continue;decimal;default;delegate;do;double;else;enum;event;explicit;extern;false;finally;fixed;float;for;foreach;goto;if;implicit;in;in;int;interface;internal;is;lock;long;namespace;new;null;object;operator;out;out;override;params;private;protected;public;readonly;ref;return;sbyte;sealed;short;sizeof;stackalloc;static;string;struct;switch;this;throw;true;try;typeof;uint;ulong;unchecked;unsafe;ushort;using;using;static;void;volatile;while;add;alias;ascending;async;await;descending;dynamic;from;get;global;group;into;join;let;orderby;partial;partial;remove;select;set;value;var;when;where;yield
cpp;alignas;alignof;and;and_eq;asm;auto;bitand;bitor;bool;break;case;catch;char;char16_t;char32_t;class;compl;const;constexpr;const_cast;continue;decltype;default;delete;do;double;dynamic_cast;else;enum;explicit;export;extern;false;float;for;friend;goto;if;inline;int;long;mutable;namespace;new;noexcept;not;not_eq;nullptr;operator;or;or_eq;private;protected;public;register;reinterpret_cast;return;short;signed;sizeof;static;static_assert;static_cast;struct;switch;template;this;thread_local;throw;true;try;typedef;typeid;typename;union;unsigned;using;virtual;void;volatile;wchar_t;while;xor;xor_eq
coffeescript;case;default;function;var;void;with;const;let;enum;export;import;native;__hasProp;__extends;__slice;__bind;__indexOf;implements;interface;package;private;protected;public;static;yield;true;false;null;this;new;delete;typeof;in;arguments;eval;instanceof;return;throw;break;continue;debugger;if;else;switch;for;while;do;try;catch;finally;class;extends;super;undefined;then;unless;until;loop;of;by;when;and;or;is;isnt;not;yes;no;on;off
dart;abstract;deferred;if;super;as;do;implements;switch;assert;dynamic;import;sync;async;else;in;this;async;enum;is;throw;await;export;library;true;break;external;new;try;case;extends;null;typedef;catch;factory;operator;var;class;false;part;void;const;final;rethrow;while;continue;finally;return;with;covariant;for;set;yield;default;get;static;yield
f#;and;dict;do;downcast;downto;elif;else;failwith;finally;for;fun;function;get;if;ignore;in;let;list;match;member;mutable;new;not;open;printf;printfn;raise;rec;seq;set;sprintf;string;then;to;type;try;upcast;use;while;with;yield
fortran;assign;backspace;block data;call;close;common;continue;data;dimension;do;else;else if;end;endfile;endif;entry;equivalence;external;format;function;goto;if;implicit;inquire;intrinsic;open;parameter;pause;print;program;read;return;rewind;rewrite;save;stop;subroutine;then;write;allocatable;allocate;case;contains;cycle;deallocate;elsewhere;exit;include;interface;intent;module;namelist;nullify;only;operator;optional;pointer;private;procedure;public;recursive;result;select;sequence;target;use;while;where;elemental;forall;pure;abstract;associate;asynchronous;bind;class;deferred;enum;enumerator;extends;final;flush;generic;import;non_overridable;nopass;pass;protected;value;volatile;wait;block;codimension;do concurrent;contiguous;critical;error stop;submodule;sync all;sync images;sync memory;lock;unlock
java;abstract;continue;for;new;switch;assert;default;goto;package;synchronized;boolean;do;if;private;this;break;double;implements;protected;throw;byte;else;import;public;throws;case;enum;instanceof;return;transient;catch;extends;int;short;try;char;final;interface;static;void;class;finally;long;strictfp;volatile;const;float;native;super;while
lua;and;break;do;else;elseif;end;false;for;function;if;in;local;nil;not;or;repeat;return;then;true;until;while
pascal;absolute;and;array;asm;begin;case;const;constructor;destructor;div;do;downto;else;end;file;for;function;goto;if;implementation;in;inherited;inline;interface;label;mod;nil;not;object;of;operator;or;packed;procedure;program;record;reintroduce;repeat;self;set;shl;shr;string;then;to;type;unit;until;uses;var;while;with;xor;as;class;dispinterface;except;exports;finalization;finally;initialization;inline;is;library;on;out;packed;property;raise;resourcestring;threadvar;try;absolute;abstract;alias;assembler;bitpacked;break;cdecl;continue;cppdecl;cvar;default;deprecated;dynamic;enumerator;experimental;export;external;far;far16;forward;generic;helper;implements;index;interrupt;iocheck;local;message;name;near;nodefault;noreturn;nostackframe;oldfpccall;otherwise;overload;override;pascal;platform;private;protected;public;published;read;register;reintroduce;result;safecall;saveregisters;softfloat;specialize;static;stdcall;stored;strict;unaligned;unimplemented;varargs;virtual;write
perl;;END;length;setpgrp;endgrent;link;setpriority;endhostent;listen;setprotoent;endnetent;local;setpwent;endprotoent;localtime;setservent;endpwent;log;setsockopt;endservent;lstat;shift;eof;map;shmctl;eval;mkdir;shmget;exec;msgctl;shmread;exists;msgget;shmwrite;exit;msgrcv;shutdown;fcntl;msgsnd;sin;fileno;my;sleep;flock;next;socket;fork;not;socketpair;format;oct;sort;formline;open;splice;getc;opendir;split;getgrent;ord;sprintf;getgrgid;our;sqrt;getgrnam;pack;srand;gethostbyaddr;pipe;stat;gethostbyname;pop;state;gethostent;pos;study;getlogin;print;substr;getnetbyaddr;printf;symlink;abs;getnetbyname;prototype;syscall;accept;getnetent;push;sysopen;alarm;getpeername;quotemeta;sysread;atan2;getpgrp;rand;sysseek;AUTOLOAD;getppid;read;system;BEGIN;getpriority;readdir;syswrite;bind;getprotobyname;readline;tell;binmode;getprotobynumber;readlink;telldir;bless;getprotoent;readpipe;tie;break;getpwent;recv;tied;caller;getpwnam;redo;time;chdir;getpwuid;ref;times;CHECK;getservbyname;rename;truncate;chmod;getservbyport;require;uc;chomp;getservent;reset;ucfirst;chop;getsockname;return;umask;chown;getsockopt;reverse;undef;chr;glob;rewinddir;UNITCHECK;chroot;gmtime;rindex;unlink;close;goto;rmdir;unpack;closedir;grep;say;unshift;connect;hex;scalar;untie;cos;index;seek;use;crypt;INIT;seekdir;utime;dbmclose;int;select;values;dbmopen;ioctl;semctl;vec;defined;join;semget;wait;delete;keys;semop;waitpid;DESTROY;kill;send;wantarray;die;last;setgrent;warn;dump;lc;sethostent;write;each;lcfirst;setnetent
powershell;elseif;begin;function;for;foreach;return;else;trap;while;do;data;dynamicparam;until;end;break;if;throw;param;continue;finally;in;switch;exit;filter;from;try;process;catch
scala;case;catch;class;def;do;else;extends;false;final;for;if;match;new;null;print;printf;println;throw;to;trait;true;try;until;val;var;while;with
vb;AddHandler;AddressOf;Alias;And;AndAlso;As;Boolean;ByRef;Byte;ByVal;Call;Case;Catch;CBool;CByte;CChar;CDate;CDec;CDbl;Char;CInt;Class;CLng;CObj;Const;Continue;CSByte;CShort;CSng;CStr;CType;CUInt;CULng;CUShort;Date;Decimal;Declare;Default;Delegate;Dim;DirectCast;Do;Double;Each;Else;ElseIf;End;EndIf;Enum;Erase;Error;Event;Exit;False;Finally;For;Friend;Function;Get;GetType;GetXMLNamespace;Global;GoSub;GoTo;Handles;If;If();Implements;Imports;(.NET;Namespace;and;Type);Imports;(XML;Namespace);In;Inherits;Integer;Interface;Is;IsNot;Let;Lib;Like;Long;Loop;Me;Mod;Module;MustInherit;MustOverride;MyBase;MyClass;Namespace;Narrowing;New;Next;Not;Nothing;NotInheritable;NotOverridable;Object;Of;On;Operator;Option;Optional;Or;OrElse;Overloads;Overridable;Overrides;ParamArray;Partial;Private;Property;Protected;Public;RaiseEvent;ReadOnly;ReDim;REM;RemoveHandler;Resume;Return;SByte;Select;Set;Shadows;Shared;Short;Single;Static;Step;Stop;String;Structure;Sub;SyncLock;Then;Throw;To;True;Try;TryCast;TypeOf;Variant;Wend;UInteger;ULong;UShort;Using;When;While;Widening;With;WithEvents;WriteOnly;Xor;#Const;#Else;#ElseIf;#End;#If
